[WITEC_TRUEMATCH_ASCII_HEADER]
Version = 1.0

[SpectrumHeader]
Title = Particle 916
ExcitationWavelength = 532.200988769531
SpectrumSize = 1024
XDataKind = nm

[SampleMetaData]
Length = 2640.01312255859
Width = 1492.57919311523
Aspect Ratio = 0.565368096226994
Num Pixels = 1126535.5
Area = 1760211.71875
Convex Area = 2807953.125
Perimeter = 34951.4545096457
Convex Perimeter = 6786.21671453118
Feret Max = 2701.17004394531
Feret Min = 1476.01593017578
CE Diameter = 1497.05416315468
Circularity = 0.134561906706767
Convexity = 0.194161210448577
Solidity = 0.626866489713926
SE Volume = 1756754854.39222
IsOversaturated = False
RamanSignal = 0.444489509828629
FluorescenceSignal = 191.418079663348

[SpectrumData]
528.208474329979	683
528.344382428309	680
528.480282838357	683.5
528.616175566999	684.5
528.752060621108	682
528.887938007554	681
529.023807733202	687
529.159669804915	683
529.295524229554	681.5
529.431371013975	679
529.567210165031	682
529.703041689573	681
529.838865594446	684
529.974681886495	680.5
530.110490572559	684
530.246291659477	680.5
530.382085154082	682.5
530.517871063204	686
530.653649393672	683.5
530.789420152309	680.5
530.925183345936	685.5
531.060938981372	683.5
531.196687065431	679
531.332427604924	686.5
531.46816060666	684
531.603886077444	683
531.739604024077	682.5
531.875314453359	679
532.011017372085	679.5
532.146712787046	700.5
532.282400705034	737.5
532.418081132832	704
532.553754077226	686
532.689419544992	683.5
532.82507754291	684.5
532.960728077751	682.5
533.096371156287	685
533.232006785283	681
533.367634971504	677.5
533.503255721711	683.5
533.638869042661	685
533.77447494111	689
533.910073423807	707
534.045664497502	747
534.181248168939	796
534.31682444486	802.5
534.452393332005	800.5
534.587954837109	798.5
534.723508966904	781.5
534.85905572812	779
534.994595127484	779.5
535.130127171719	760
535.265651867544	759.5
535.401169221677	751
535.536679240832	753
535.67218193172	748.5
535.807677301048	743.5
535.943165355522	745
536.078646101842	740.5
536.214119546709	734.5
536.349585696815	728.5
536.485044558855	720.5
536.620496139518	729
536.75594044549	727
536.891377483453	725
537.026807260089	715
537.162229782073	714.5
537.297645056081	721
537.433053088784	721
537.568453886848	716
537.703847456939	716.5
537.839233805719	720.5
537.974612939846	713
538.109984865977	724
538.245349590764	724
538.380707120856	722.5
538.516057462901	719
538.651400623542	720.5
538.786736609419	711.5
538.922065427171	723.5
539.057387083431	717.5
539.192701584831	716
539.328008938	711.5
539.463309149564	721.5
539.598602226145	723.5
539.733888174363	724
539.869167000833	721
540.00443871217	720.5
540.139703314985	717
540.274960815884	720
540.410211221473	725.5
540.545454538353	720.5
540.680690773123	722.5
540.815919932379	719.5
540.951142022713	724.5
541.086357050714	722.5
541.22156502297	720
541.356765946065	726
541.49195982658	718
541.627146671092	720
541.762326486176	721.5
541.897499278405	725.5
542.032665054347	732.5
542.167823820568	725
542.302975583633	719.5
542.4381203501	717
542.573258126528	728.5
542.70838891947	721.5
542.843512735479	716.5
542.978629581103	718
543.113739462887	719
543.248842387374	724.5
543.383938361104	725
543.519027390614	725
543.654109482438	720.5
543.789184643106	721.5
543.924252879148	732.5
